,Date_Time,BO,BH,BL,BC
2090,2013-05-06,1.3097879166666666,1.3104041666666664,1.3090325,1.3095912500000002
2091,2013-05-07,1.3085479166666667,1.3092212499999998,1.3078725,1.30855625
2092,2013-05-08,1.3129466666666663,1.3140529166666666,1.312352916666667,1.3132983333333335
2093,2013-05-09,1.31186,1.3125725000000001,1.3104791666666669,1.3113266666666668
2094,2013-05-10,1.3003329166666664,1.3012133333333333,1.2990616666666668,1.3001429166666667
2095,2013-05-13,1.2975474999999999,1.2983508333333333,1.2966004166666667,1.2976316666666665
2096,2013-05-14,1.2975637499999995,1.2985312500000004,1.2963954166666667,1.2973529166666664
2097,2013-05-15,1.2891595833333331,1.290005,1.288089583333333,1.2889337499999998
2098,2013-05-16,1.2881691666666668,1.289132083333333,1.28729,1.2881712500000002
2099,2013-05-17,1.2850150000000002,1.28587375,1.2838820833333335,1.2847762500000002
2100,2013-05-20,1.2859179166666668,1.28682375,1.2852941666666668,1.2861629166666668
2101,2013-05-21,1.2886120833333334,1.2896745833333332,1.2877579166666668,1.2887304166666667
2102,2013-05-22,1.2900420833333335,1.2911241666666666,1.28888125,1.28972375
2103,2013-05-23,1.2887558333333329,1.2901708333333333,1.2881337499999999,1.2890945833333334
2104,2013-05-24,1.2933258333333333,1.2944524999999998,1.2923824999999998,1.2933683333333332
2105,2013-05-27,1.2932649999999999,1.293738333333333,1.2927300000000004,1.2932550000000003
2106,2013-05-28,1.289485,1.2903416666666667,1.2883195833333332,1.2891158333333332
2107,2013-05-29,1.2903799999999999,1.2917183333333335,1.2896529166666666,1.2908058333333334
2108,2013-05-30,1.2997629166666667,1.3012070833333336,1.2988691666666665,1.3001566666666668
2109,2013-05-31,1.3003920833333333,1.3013349999999997,1.2992970833333335,1.3002008333333335
2110,2013-06-03,1.30317,1.3045224999999998,1.3022270833333331,1.30348625
2111,2013-06-04,1.3071608333333333,1.30805875,1.3064283333333335,1.3071724999999998
2112,2013-06-05,1.3079591666666668,1.3090362500000003,1.3072504166666665,1.3080199999999997
2113,2013-06-06,1.3158908333333335,1.3175,1.3151004166666664,1.3165375000000001
2114,2013-06-07,1.3231870833333337,1.3243483333333332,1.3221029166666667,1.3231404166666667
2115,2013-06-10,1.322077083333333,1.3230829166666667,1.3212745833333333,1.3222920833333334
2116,2013-06-11,1.3278241666666666,1.32915125,1.3269350000000002,1.3280716666666665
2117,2013-06-12,1.33138625,1.332320416666667,1.3304849999999997,1.3315149999999998
2118,2013-06-13,1.3342175,1.3354291666666667,1.3332579166666665,1.334271666666667
2119,2013-06-14,1.3337083333333333,1.3344941666666665,1.3329904166666668,1.33367
2120,2013-06-17,1.3341612500000002,1.3348487500000001,1.3333929166666667,1.334185416666667
2121,2013-06-18,1.3375449999999998,1.3386808333333333,1.336711666666667,1.33766875
2122,2013-06-19,1.3371870833333332,1.3379883333333333,1.3360725000000002,1.33672
2123,2013-06-20,1.3228520833333335,1.3240966666666667,1.32148125,1.3226345833333337
2124,2013-06-21,1.3181158333333334,1.3190245833333332,1.31672,1.31772875
2125,2013-06-24,1.3105779166666667,1.3116245833333333,1.3095270833333337,1.3106945833333332
2126,2013-06-25,1.3108395833333333,1.3115425000000005,1.30963125,1.310595
2127,2013-06-26,1.3037845833333332,1.30444875,1.3027125,1.3035412499999999
2128,2013-06-27,1.3028941666666667,1.3038520833333334,1.302230416666667,1.302980416666667
2129,2013-06-28,1.303977083333333,1.30473875,1.3029291666666667,1.3038512500000001
2130,2013-07-01,1.3040299999999998,1.30488375,1.3035187499999998,1.3042854166666666
2131,2013-07-02,1.3025729166666669,1.3031829166666664,1.3014004166666666,1.3021854166666664
2132,2013-07-03,1.2979008333333333,1.299035,1.2971358333333332,1.2980966666666667
2133,2013-07-04,1.295785,1.2965325,1.2946495833333331,1.2952541666666668
2134,2013-07-05,1.28613125,1.2867999999999997,1.2851066666666664,1.2858608333333332
2135,2013-07-08,1.2845166666666665,1.2853179166666668,1.2840020833333332,1.2847195833333336
2136,2013-07-09,1.2833483333333333,1.2840504166666666,1.28221,1.2829995833333332
2137,2013-07-10,1.2846279166666663,1.2873691666666667,1.2836520833333334,1.2860420833333335
2138,2013-07-11,1.307239166666667,1.3089966666666666,1.3055312499999998,1.3071150000000002
2139,2013-07-12,1.3061133333333335,1.3071658333333336,1.3049824999999997,1.3059570833333336
2140,2013-07-15,1.3052016666666664,1.3062679166666664,1.3042816666666668,1.3051912500000002
2141,2013-07-16,1.31090375,1.3121358333333333,1.3100341666666668,1.3112779166666666
2142,2013-07-17,1.3132158333333332,1.3144020833333332,1.3121974999999997,1.31308125
2143,2013-07-18,1.3101079166666665,1.3109433333333333,1.3092879166666667,1.3100754166666666
2144,2013-07-19,1.3127366666666667,1.3137704166666666,1.3120729166666665,1.3129633333333333
2145,2013-07-22,1.3172391666666667,1.3180695833333333,1.31674875,1.3173741666666665
2146,2013-07-23,1.3199375,1.3208550000000001,1.31936375,1.32007
2147,2013-07-24,1.3214350000000001,1.3222033333333332,1.3203579166666666,1.3213079166666668
2148,2013-07-25,1.3223524999999998,1.32350125,1.3215233333333334,1.322700416666667
2149,2013-07-26,1.32769875,1.3284729166666664,1.3269983333333335,1.327725
2150,2013-07-29,1.32711875,1.32772625,1.3264395833333333,1.3270266666666666
2151,2013-07-30,1.3262683333333334,1.3269704166666667,1.3256129166666666,1.3262774999999996
2152,2013-07-31,1.3272570833333333,1.3284775000000002,1.326025,1.3274000000000001
2153,2013-08-01,1.3243345833333333,1.3249270833333333,1.3230508333333333,1.3239679166666667
2154,2013-08-02,1.3240816666666668,1.3251883333333332,1.3231508333333333,1.3243575
2155,2013-08-05,1.326598333333333,1.3272050000000002,1.3258400000000001,1.3265137499999997
2156,2013-08-06,1.3281570833333334,1.3290304166666662,1.3275808333333334,1.3283629166666666
2157,2013-08-07,1.33100625,1.33187375,1.3303349999999998,1.3311479166666664
2158,2013-08-08,1.3361541666666668,1.336858333333333,1.3356220833333332,1.33631625
2159,2013-08-09,1.3362479166666665,1.336765416666667,1.3356512500000004,1.3361599999999998
2160,2013-08-12,1.3307854166666666,1.3312008333333336,1.3300266666666667,1.3305875000000003
2161,2013-08-13,1.3278441666666667,1.3285316666666667,1.3271666666666666,1.3277304166666668
2162,2013-08-14,1.3258120833333338,1.32645375,1.3251470833333332,1.3258104166666667
2163,2013-08-15,1.3291712500000001,1.3304270833333334,1.3283454166666666,1.3295304166666668
2164,2013-08-16,1.3338241666666668,1.3345512499999999,1.33304875,1.3337124999999999
2165,2013-08-19,1.33371875,1.3342262499999997,1.3331854166666663,1.3337400000000004
2166,2013-08-20,1.3384483333333332,1.3395883333333334,1.3378737500000002,1.3388416666666665
2167,2013-08-21,1.3389641666666667,1.3396120833333336,1.3378608333333333,1.3386375
2168,2013-08-22,1.3343041666666666,1.3351679166666666,1.333455833333333,1.3343612499999997
2169,2013-08-23,1.3363383333333336,1.3370937500000002,1.3356208333333333,1.3364537500000002
2170,2013-08-26,1.3374712500000001,1.3379066666666668,1.3369816666666665,1.3374425
