Date,actual_bc,predicted_BC,previous_day_bc,Long/Short,Profit (pips),,,method 2 simulated profits
10/18/2021,1.1632,1.1547548,1.1614,Short,-0.0018,0,0,-0.0018
10/19/2021,1.165,1.1574651,1.1632,Short,-0.0018,0,0,-0.0018
10/20/2021,1.1626,1.1581292,1.165,Short,0.0024,0,0,0.0024
10/21/2021,1.1646,1.1585723,1.1626,Short,-0.002,0,0,-0.002
10/22/2021,1.161,1.1579801,1.1646,Short,0.0036,0,0,0.0036
10/25/2021,1.1596,1.1574115,1.161,Short,0.0014,0,0,0.0014
10/26/2021,1.1603,1.1549898,1.1596,Short,-0.0007,0,0,-0.0007
10/27/2021,1.1683,1.1553022,1.1603,Short,-0.008,1,0,-0.005
10/28/2021,1.1563,1.1586281,1.1683,Short,0.012,0,1,0.012
10/29/2021,1.1605,1.1570525,1.1563,Long,0.0042,0,0,0.0042
11/1/2021,1.158,1.1526362,1.1605,Short,0.0025,0,0,0.0025
11/2/2021,1.1611,1.1542367,1.158,Short,-0.0031,0,0,-0.0031
11/3/2021,1.1557,1.153819,1.1611,Short,0.0054,0,0,0.0054
11/4/2021,1.1567,1.1529384,1.1557,Short,-0.001,0,0,-0.001
11/5/2021,1.1587,1.1519369,1.1567,Short,-0.002,0,0,-0.002
11/8/2021,1.1596,1.1521388,1.1587,Short,-0.0009,0,0,-0.0009
11/9/2021,1.1478,1.1542329,1.1596,Short,0.0118,0,1,0.0118
11/10/2021,1.1444,1.1523998,1.1478,Long,-0.0034,0,0,-0.0034
11/12/2021,1.1366,1.1402236,1.1444,Short,0.0078,0,0,0.0078
11/15/2021,1.1321,1.1369334,1.1366,Long,-0.0045,0,0,-0.0045
11/16/2021,1.1319,1.126783,1.1321,Short,0.0002,0,0,0.0002
11/17/2021,1.1374,1.1271331,1.1319,Short,-0.0055,1,0,-0.005
11/18/2021,1.128,1.1305407,1.1374,Short,0.0094,0,0,0.0094
11/19/2021,1.1235,1.1288296,1.128,Long,-0.0045,0,0,-0.0045
11/22/2021,1.1248,1.1231164,1.1235,Short,-0.0013,0,0,-0.0013
11/23/2021,1.12,1.1212579,1.1248,Short,0.0048,0,0,0.0048
11/24/2021,1.1318,1.1193987,1.12,Short,-0.0118,1,0,-0.005
11/26/2021,1.1294,1.1234115,1.1318,Short,0.0024,0,0,0.0024
11/29/2021,1.134,1.1259041,1.1294,Short,-0.0046,0,0,-0.0046
11/30/2021,1.1321,1.1282817,1.134,Short,0.0019,0,0,0.0019
12/1/2021,1.1302,1.1299103,1.1321,Short,0.0019,0,0,0.0019
12/2/2021,1.1314,1.1285698,1.1302,Short,-0.0012,0,0,-0.0012
12/3/2021,1.1286,1.127498,1.1314,Short,0.0028,0,0,0.0028
12/6/2021,1.1267,1.1267565,1.1286,Short,0.0019,0,0,0.0019
12/7/2021,1.1343,1.1240776,1.1267,Short,-0.0076,1,0,-0.005
12/8/2021,1.1293,1.1273811,1.1343,Short,0.005,0,0,0.005
12/9/2021,1.1318,1.1284572,1.1293,Short,-0.0025,0,0,-0.0025
12/10/2021,1.1285,1.1266242,1.1318,Short,0.0033,0,0,0.0033
12/13/2021,1.126,1.1266667,1.1285,Short,0.0025,0,0,0.0025
12/14/2021,1.1292,1.1254252,1.126,Short,-0.0032,0,0,-0.0032
12/15/2021,1.1329,1.1236736,1.1292,Short,-0.0037,0,0,-0.0037
12/16/2021,1.1239,1.1281401,1.1329,Short,0.009,0,0,0.009
12/17/2021,1.1276,1.1266156,1.1239,Long,0.0037,0,0,0.0037
12/20/2021,1.1287,1.1234308,1.1276,Short,-0.0011,0,0,-0.0011
12/21/2021,1.1326,1.1250384,1.1287,Short,-0.0039,0,0,-0.0039
12/22/2021,1.1328,1.127208,1.1326,Short,-0.0002,0,0,-0.0002
12/23/2021,1.1327,1.1286983,1.1328,Short,1.00E-04,0,0,0.0001
12/27/2021,1.1311,1.1287339,1.1327,Short,0.0016,0,0,0.0016
12/28/2021,1.135,1.1282097,1.1311,Short,-0.0039,0,0,-0.0039
12/29/2021,1.1327,1.1289241,1.135,Short,0.0023,0,0,0.0023
12/30/2021,1.1373,1.1300339,1.1327,Short,-0.0046,0,0,-0.0046
