Date,1 mo,2 mo,3 mo,6 mo,1 yr,2 yr,3 yr,5 yr,7 yr,10 yr,20 yr,30 yr
2010-02-22T00:00:00,0.059999999,TRUE,0.109999999,0.189999998,0.370000005,0.910000026,1.480000019,2.470000029,3.25,3.799999952,4.599999905,4.730000019
2010-02-19T00:00:00,0.059999999,TRUE,0.109999999,0.200000003,0.389999986,0.949999988,1.50999999,2.480000019,3.24000001,3.779999971,4.579999924,4.710000038
2010-02-23T00:00:00,0.079999998,TRUE,0.119999997,0.200000003,0.360000014,0.870000005,1.419999957,2.369999886,3.130000114,3.690000057,4.489999771,4.630000114
2010-02-25T00:00:00,0.090000004,TRUE,0.129999995,0.189999998,0.319999993,0.819999993,1.379999995,2.329999924,3.089999914,3.640000105,4.440000057,4.579999924
2010-02-24T00:00:00,0.079999998,TRUE,0.119999997,0.189999998,0.340000004,0.870000005,1.419999957,2.400000095,3.140000105,3.700000048,4.489999771,4.630000114
2010-02-12T00:00:00,0.039999999,TRUE,0.100000001,0.180000007,0.349999994,0.839999974,1.379999995,2.349999905,3.109999895,3.690000057,4.519999981,4.659999847
2010-02-11T00:00:00,0.050000001,TRUE,0.109999999,0.180000007,0.379999995,0.910000026,1.429999948,2.390000105,3.150000095,3.730000019,4.539999962,4.690000057
2010-02-16T00:00:00,0.039999999,TRUE,0.100000001,0.180000007,0.340000004,0.819999993,1.360000014,2.319999933,3.079999924,3.660000086,4.489999771,4.630000114
2010-02-18T00:00:00,0.07,TRUE,0.100000001,0.180000007,0.370000005,0.899999976,1.470000029,2.460000038,3.230000019,3.789999962,4.610000134,4.739999771
2010-02-17T00:00:00,0.07,TRUE,0.100000001,0.180000007,0.349999994,0.870000005,1.419999957,2.400000095,3.160000086,3.74000001,4.559999943,4.699999809
2010-03-08T00:00:00,0.109999999,TRUE,0.159999996,0.209999993,0.389999986,0.899999976,1.429999948,2.359999895,3.130000114,3.720000029,4.519999981,4.679999828
2010-03-05T00:00:00,0.109999999,TRUE,0.150000006,0.200000003,0.379999995,0.910000026,1.429999948,2.349999905,3.099999905,3.690000057,4.489999771,4.639999866
2010-03-09T00:00:00,0.119999997,TRUE,0.159999996,0.209999993,0.370000005,0.889999986,1.429999948,2.339999914,3.109999895,3.710000038,4.53000021,4.679999828
2010-03-11T00:00:00,0.119999997,TRUE,0.159999996,0.219999999,0.400000006,0.970000029,1.5,2.430000067,3.160000086,3.730000019,4.510000229,4.659999847
2010-03-10T00:00:00,0.119999997,TRUE,0.150000006,0.209999993,0.389999986,0.920000017,1.450000048,2.390000105,3.140000105,3.730000019,4.53000021,4.690000057
2010-03-01T00:00:00,0.090000004,TRUE,0.129999995,0.189999998,0.319999993,0.800000012,1.340000033,2.279999971,3.039999962,3.609999895,4.409999847,4.559999943
