,Date_Time,BO,BH,BL,BC,1_mo,3_mo,6_mo,1_yr,2_yr,3_yr,5_yr,7_yr,10_yr,20_yr,federal funds rate,retail sales,core retail sales,PPI m/m,unemployment rate,main refinancing rate,CPI m/m,Core CPI m/m,Prelim GDP q/q
0,2005-05-02,1.285467916666667,1.28613625,1.2849408333333332,1.2854762500000003,2.680000067,2.930000067,3.190000057,3.339999914,3.640000105,3.710000038,3.880000114,4.019999981,4.210000038,4.610000134,0,0,0,0,0,0,0,0,0
1,2005-05-03,1.28633375,1.2873074999999998,1.2855675000000002,1.2864266666666666,2.650000095,2.910000086,3.190000057,3.349999905,3.680000067,3.730000019,3.900000095,4.03000021,4.210000038,4.599999905,0,0,0,0,0,0,0,0,0
2,2005-05-04,1.29437375,1.2953475,1.2935166666666664,1.2946475,2.589999914,2.869999886,3.170000076,3.319999933,3.630000114,3.700000048,3.869999886,4.010000229,4.199999809,4.639999866,0,0,0,0,0,0,0,0,0
3,2005-05-05,1.2951179166666666,1.2959766666666666,1.29443875,1.29513875,2.599999905,2.809999943,3.140000105,3.289999962,3.579999924,3.650000095,3.819999933,3.980000019,4.190000057,4.639999866,0,0,0,0,0,0,0,0,0
4,2005-05-06,1.289243333333333,1.2897633333333334,1.2881566666666664,1.288693333333333,2.640000105,2.869999886,3.190000057,3.369999886,3.730000019,3.799999952,3.950000048,4.090000153,4.28000021,4.690000057,0,0,0,0,0,0,0,0,0
5,2005-05-09,1.28231375,1.2832316666666668,1.2816537499999998,1.2824345833333333,2.660000086,2.910000086,3.220000029,3.400000095,3.75999999,3.829999924,3.99000001,4.110000134,4.289999962,4.690000057,0,0,0,0,0,0,0,0,0
6,2005-05-10,1.285847083333333,1.286568333333333,1.285078333333333,1.2859741666666664,2.599999905,2.900000095,3.200000048,3.369999886,3.690000057,3.789999962,3.930000067,4.039999962,4.230000019,4.650000095,0,0,0,0,0,0,0,0,0
7,2005-05-11,1.28459875,1.2854654166666666,1.283297916666667,1.2842925,2.599999905,2.869999886,3.180000067,3.349999905,3.680000067,3.779999971,3.910000086,4.010000229,4.210000038,4.610000134,0,0,0,0,0,0,0,0,0
8,2005-05-12,1.27446375,1.2750729166666668,1.2731908333333335,1.2739595833333337,2.579999924,2.880000114,3.170000076,3.339999914,3.660000086,3.75,3.869999886,3.99000001,4.179999828,4.590000153,0,0,0,0,0,0,0,0,0
9,2005-05-13,1.2646691666666667,1.2653225,1.2635995833333336,1.2643316666666669,2.470000029,2.829999924,3.130000114,3.289999962,3.609999895,3.710000038,3.829999924,3.950000048,4.119999886,4.559999943,0,0,0,0,0,0,0,0,0
10,2005-05-16,1.26159625,1.2625620833333333,1.2608849999999998,1.261677916666667,2.480000019,2.890000105,3.180000067,3.329999924,3.609999895,3.710000038,3.829999924,3.900000095,4.130000114,4.559999943,0,0,0,0,0,0,0,0,0
11,2005-05-17,1.26263625,1.2634841666666663,1.26177625,1.2624979166666666,2.599999905,2.880000114,3.170000076,3.319999933,3.609999895,3.710000038,3.819999933,3.880000114,4.119999886,4.539999962,0,0,0,0,0,0,0,0,0
12,2005-05-18,1.26347625,1.2645375,1.2627095833333335,1.2638058333333333,2.599999905,2.859999895,3.150000095,3.289999962,3.559999943,3.670000076,3.769999981,3.829999924,4.070000172,4.489999771,0,0,0,0,0,0,0,0,0
13,2005-05-19,1.2650904166666668,1.26570375,1.2641841666666669,1.2649112500000002,2.630000114,2.869999886,3.140000105,3.309999943,3.640000105,3.730000019,3.839999914,3.859999895,4.110000134,4.519999981,0,0,0,0,0,0,0,0,0
14,2005-05-20,1.2598037500000003,1.2604066666666665,1.2588570833333337,1.259470416666667,2.660000086,2.900000095,3.170000076,3.349999905,3.690000057,3.769999981,3.880000114,3.890000105,4.130000114,4.519999981,0,0,0,0,0,0,0,0,0
15,2005-05-23,1.2562795833333331,1.2570829166666664,1.255699583333333,1.2563558333333331,2.690000057,2.970000029,3.190000057,3.349999905,3.650000095,3.730000019,3.829999924,3.829999924,4.070000172,4.460000038,0,0,0,0,0,0,0,0,0
16,2005-05-24,1.2581879166666667,1.2589470833333336,1.2573541666666668,1.25814375,2.819999933,2.940000057,3.170000076,3.319999933,3.609999895,3.680000067,3.779999971,3.799999952,4.039999962,4.429999828,0,0,0,0,0,0,0,0,0
17,2005-05-25,1.2587120833333334,1.2596295833333333,1.2580649999999995,1.2588812500000002,2.789999962,2.950000048,3.170000076,3.319999933,3.609999895,3.680000067,3.809999943,3.849999905,4.079999924,4.480000019,0,0,0,0,0,0,0,0,0
18,2005-05-26,1.2546108333333332,1.25519375,1.2534383333333334,1.2542220833333333,2.769999981,2.940000057,3.150000095,3.309999943,3.640000105,3.720000029,3.819999933,3.920000076,4.079999924,4.489999771,0,0,0,0,0,0,0,0,0
19,2005-05-27,1.253737916666667,1.2545833333333334,1.25320875,1.253994166666667,2.769999981,2.970000029,3.140000105,3.309999943,3.640000105,3.720000029,3.819999933,3.920000076,4.079999924,4.489999771,0,0,0,0,0,0,0,0,0
21,2005-05-31,1.2357879166666663,1.2366533333333332,1.2342458333333337,1.2350650000000003,2.799999952,2.99000001,3.180000067,3.319999933,3.599999905,3.650000095,3.75999999,3.859999895,4.0,4.400000095,0,0,0,0,0,0,0,0,0
22,2005-06-01,1.2263945833333332,1.2273291666666666,1.224980416666667,1.2259799999999996,2.789999962,2.970000029,3.119999886,3.25,3.5,3.549999952,3.630000114,3.74000001,3.910000086,4.309999943,0,0,0,0,0,0,0,0,0
23,2005-06-02,1.2250850000000002,1.2264545833333331,1.2241220833333335,1.2253808333333334,2.799999952,2.970000029,3.130000114,3.25999999,3.519999981,3.559999943,3.650000095,3.74000001,3.890000105,4.28000021,0,0,0,0,0,0,0,0,0
24,2005-06-03,1.2261595833333334,1.2271633333333332,1.2248408333333334,1.2259720833333334,2.819999933,3.00999999,3.130000114,3.279999971,3.569999933,3.630000114,3.730000019,3.829999924,3.980000019,4.340000153,0,0,0,0,0,0,0,0,0
25,2005-06-06,1.2263954166666668,1.2272441666666667,1.2255987499999998,1.2265758333333334,2.829999924,3.019999981,3.150000095,3.299999952,3.589999914,3.640000105,3.730000019,3.819999933,3.960000038,4.309999943,0,0,0,0,0,0,0,0,0
26,2005-06-07,1.2276279166666666,1.2285104166666667,1.22687875,1.2277,2.819999933,3.019999981,3.140000105,3.279999971,3.569999933,3.619999886,3.700000048,3.779999971,3.920000076,4.260000229,0,0,0,0,0,0,0,0,0
27,2005-06-08,1.2292433333333332,1.2301987499999998,1.2281016666666666,1.2290495833333333,2.829999924,3.019999981,3.150000095,3.299999952,3.599999905,3.650000095,3.730000019,3.809999943,3.950000048,4.289999962,0,0,0,0,0,0,0,0,0
28,2005-06-09,1.2229025000000002,1.2238683333333331,1.2221025,1.2228512500000004,2.809999943,2.99000001,3.140000105,3.309999943,3.640000105,3.680000067,3.75999999,3.839999914,3.980000019,4.309999943,0,0,0,0,0,0,0,0,0
29,2005-06-10,1.2182958333333331,1.218904166666667,1.2171229166666668,1.21783625,2.819999933,3.00999999,3.140000105,3.329999924,3.710000038,3.75,3.839999914,3.920000076,4.050000191,4.389999866,0,0,0,0,0,0,0,0,0
30,2005-06-13,1.2083533333333334,1.2093929166666666,1.2072983333333334,1.20828375,2.819999933,3.029999971,3.220000029,3.380000114,3.710000038,3.769999981,3.869999886,3.960000038,4.090000153,4.440000057,0,0,0,0,0,0,0,0,0
31,2005-06-14,1.20884625,1.2098979166666666,1.2075370833333332,1.2085254166666668,2.779999971,3.00999999,3.220000029,3.390000105,3.710000038,3.779999971,3.890000105,3.99000001,4.130000114,4.489999771,0,0,0,0,0,0,0,0,0
32,2005-06-15,1.20732875,1.2085583333333336,1.206370416666667,1.2076662500000002,2.779999971,3.0,3.220000029,3.390000105,3.720000029,3.789999962,3.900000095,3.99000001,4.119999886,4.489999771,0,0,0,0,0,0,0,0,0
33,2005-06-16,1.20960375,1.21064875,1.2085204166666668,1.2095766666666667,2.75999999,2.980000019,3.210000038,3.380000114,3.700000048,3.75999999,3.869999886,3.960000038,4.090000153,4.449999809,0,0,0,0,0,0,0,0,0
34,2005-06-17,1.2168925,1.21849375,1.2161054166666667,1.2175641666666666,2.789999962,2.99000001,3.230000019,3.390000105,3.720000029,3.75999999,3.880000114,3.970000029,4.090000153,4.440000057,0,0,0,0,0,0,0,0,0
35,2005-06-20,1.2188600000000005,1.219607916666667,1.2175983333333331,1.218555,2.809999943,3.019999981,3.25999999,3.420000076,3.720000029,3.779999971,3.880000114,3.980000019,4.110000134,4.460000038,0,0,0,0,0,0,0,0,0
36,2005-06-21,1.21341875,1.214708333333333,1.2125933333333336,1.213639583333333,2.849999905,3.019999981,3.279999971,3.420000076,3.710000038,3.75,3.839999914,3.930000067,4.059999943,4.400000095,0,0,0,0,0,0,0,0,0
37,2005-06-22,1.2144462500000002,1.2152524999999998,1.21347125,1.21420875,2.839999914,3.029999971,3.25,3.369999886,3.619999886,3.650000095,3.720000029,3.809999943,3.950000048,4.309999943,0,0,0,0,0,0,0,0,0
38,2005-06-23,1.20766125,1.208440416666667,1.2065541666666666,1.2072404166666666,2.789999962,3.069999933,3.269999981,3.390000105,3.630000114,3.660000086,3.74000001,3.819999933,3.960000038,4.320000172,0,0,0,0,0,0,0,0,0
39,2005-06-24,1.2062766666666662,1.207714166666667,1.20562625,1.2066899999999998,2.779999971,3.089999914,3.269999981,3.380000114,3.589999914,3.630000114,3.690000057,3.779999971,3.920000076,4.28000021,0,0,0,0,0,0,0,0,0
40,2005-06-27,1.215164583333333,1.21594375,1.2145637500000002,1.2153325,2.849999905,3.150000095,3.329999924,3.420000076,3.599999905,3.619999886,3.690000057,3.769999981,3.900000095,4.25,0,0,0,0,0,0,0,0,0
41,2005-06-28,1.2107108333333334,1.2113054166666666,1.2096775,1.2103066666666666,2.99000001,3.140000105,3.349999905,3.460000038,3.650000095,3.680000067,3.75999999,3.839999914,3.970000029,4.300000191,0,0,0,0,0,0,0,0,0
42,2005-06-29,1.2062133333333334,1.2072874999999998,1.2053375000000002,1.2063216666666663,2.950000048,3.130000114,3.329999924,3.440000057,3.650000095,3.690000057,3.769999981,3.849999905,3.99000001,4.329999924,0,0,0,0,0,0,0,0,0
43,2005-06-30,1.2087029166666663,1.2096875000000002,1.2076333333333331,1.2086862499999995,2.99000001,3.130000114,3.339999914,3.450000048,3.660000086,3.670000076,3.720000029,3.799999952,3.940000057,4.28000021,0,0,0,0,0,0,0,0,0
44,2005-07-01,1.2024616666666668,1.2033325,1.2009866666666666,1.2018708333333334,3.019999981,3.170000076,3.380000114,3.50999999,3.75999999,3.769999981,3.839999914,3.920000076,4.059999943,4.369999886,0,0,0,0,0,0,0,0,0
46,2005-07-05,1.1907475000000003,1.191806666666667,1.18974375,1.1908129166666668,3.029999971,3.220000029,3.430000067,3.549999952,3.789999962,3.819999933,3.900000095,3.980000019,4.110000134,4.429999828,0,0,0,0,0,0,0,0,0
47,2005-07-06,1.1921904166666668,1.1929704166666668,1.1914008333333337,1.1921933333333334,3.039999962,3.190000057,3.410000086,3.529999971,3.769999981,3.799999952,3.859999895,3.950000048,4.079999924,4.400000095,0,0,0,0,0,0,0,0,0
48,2005-07-07,1.1941920833333337,1.19546125,1.19311125,1.1942166666666667,3.0,3.150000095,3.369999886,3.480000019,3.710000038,3.75,3.829999924,3.920000076,4.050000191,4.369999886,0,0,0,0,0,0,0,0,0
49,2005-07-08,1.1933054166666666,1.1943566666666667,1.1924641666666669,1.19339,2.99000001,3.170000076,3.390000105,3.519999981,3.779999971,3.819999933,3.890000105,3.980000019,4.110000134,4.420000076,0,0,0,0,0,0,0,0,0
50,2005-07-11,1.2025908333333333,1.2036533333333332,1.2018704166666667,1.20297125,2.980000019,3.190000057,3.460000038,3.579999924,3.809999943,3.849999905,3.910000086,3.99000001,4.110000134,4.420000076,0,0,0,0,0,0,0,0,0
51,2005-07-12,1.2175620833333334,1.2193695833333331,1.21672625,1.21823375,3.019999981,3.210000038,3.480000019,3.589999914,3.819999933,3.880000114,3.940000057,4.03000021,4.150000095,4.460000038,0,0,0,0,0,0,0,0,0
52,2005-07-13,1.2153533333333333,1.2158991666666668,1.21389375,1.2147620833333332,3.029999971,3.220000029,3.460000038,3.589999914,3.839999914,3.890000105,3.960000038,4.039999962,4.170000076,4.46999979,0,0,0,0,0,0,0,0,0
53,2005-07-14,1.2081883333333332,1.2090208333333334,1.2073541666666667,1.2082841666666664,3.039999962,3.230000019,3.470000029,3.599999905,3.859999895,3.910000086,3.980000019,4.059999943,4.190000057,4.489999771,0,0,0,0,0,0,0,0,0
54,2005-07-15,1.20726625,1.208082916666667,1.2062204166666666,1.2070658333333333,3.039999962,3.25999999,3.480000019,3.609999895,3.859999895,3.920000076,3.980000019,4.059999943,4.179999828,4.46999979,0,0,0,0,0,0,0,0,0
55,2005-07-18,1.2055829166666665,1.206508333333333,1.2050104166666666,1.2056445833333331,3.059999943,3.299999952,3.539999962,3.660000086,3.890000105,3.940000057,4.010000229,4.099999905,4.21999979,4.53000021,0,0,0,0,0,0,0,0,0
56,2005-07-19,1.20150125,1.2024016666666666,1.2005804166666667,1.2013775000000002,3.130000114,3.309999943,3.539999962,3.650000095,3.880000114,3.930000067,3.99000001,4.070000172,4.199999809,4.5,0,0,0,0,0,0,0,0,0
57,2005-07-20,1.2083733333333335,1.2100554166666666,1.2074504166666669,1.208849166666667,3.109999895,3.299999952,3.539999962,3.660000086,3.900000095,3.930000067,3.99000001,4.059999943,4.170000076,4.46999979,0,0,0,0,0,0,0,0,0
58,2005-07-21,1.2163349999999995,1.2181691666666667,1.21465,1.2164141666666666,3.130000114,3.349999905,3.599999905,3.720000029,3.960000038,4.010000229,4.090000153,4.159999847,4.28000021,4.579999924,0,0,0,0,0,0,0,0,0
59,2005-07-22,1.21259875,1.2134724999999995,1.21132375,1.2121579166666667,3.160000086,3.380000114,3.609999895,3.720000029,3.920000076,3.970000029,4.039999962,4.110000134,4.230000019,4.519999981,0,0,0,0,0,0,0,0,0
60,2005-07-25,1.2058783333333332,1.20661375,1.2048925,1.2058233333333337,3.200000048,3.440000057,3.680000067,3.769999981,3.950000048,3.99000001,4.059999943,4.139999866,4.25,4.53000021,0,0,0,0,0,0,0,0,0
61,2005-07-26,1.2022175,1.2031979166666669,1.2012116666666663,1.2020945833333334,3.25,3.430000067,3.670000076,3.75999999,3.950000048,4.0,4.059999943,4.139999866,4.239999771,4.53000021,0,0,0,0,0,0,0,0,0
62,2005-07-27,1.2026979166666665,1.2038041666666668,1.2019704166666667,1.20293125,3.230000019,3.400000095,3.670000076,3.769999981,3.99000001,4.039999962,4.090000153,4.159999847,4.269999981,4.550000191,0,0,0,0,0,0,0,0,0
63,2005-07-28,1.2090329166666665,1.2101395833333333,1.20824625,1.209285,3.25,3.410000086,3.660000086,3.75,3.960000038,4.0,4.039999962,4.099999905,4.199999809,4.480000019,0,0,0,0,0,0,0,0,0
64,2005-07-29,1.2121212500000005,1.21296,1.211081666666667,1.21208875,3.25,3.420000076,3.690000057,3.799999952,4.019999981,4.059999943,4.119999886,4.190000057,4.28000021,4.559999943,0,0,0,0,0,0,0,0,0
65,2005-08-01,1.218962916666667,1.2201716666666664,1.2181891666666664,1.2192558333333332,3.299999952,3.480000019,3.730000019,3.829999924,4.039999962,4.090000153,4.159999847,4.21999979,4.320000172,4.590000153,0,0,0,0,0,0,0,0,0
66,2005-08-02,1.2207875000000004,1.2216416666666667,1.2198374999999997,1.2207770833333336,3.349999905,3.49000001,3.730000019,3.839999914,4.059999943,4.099999905,4.170000076,4.239999771,4.340000153,4.619999886,0,0,0,0,0,0,0,0,0
67,2005-08-03,1.2264408333333332,1.2277866666666666,1.2257970833333334,1.2269825,3.339999914,3.460000038,3.720000029,3.819999933,4.019999981,4.070000172,4.130000114,4.199999809,4.300000191,4.579999924,0,0,0,0,0,0,0,0,0
68,2005-08-04,1.2347499999999998,1.2359425,1.2339320833333334,1.2349979166666665,3.339999914,3.470000029,3.720000029,3.829999924,4.039999962,4.090000153,4.150000095,4.21999979,4.320000172,4.599999905,0,0,0,0,0,0,0,0,0
69,2005-08-05,1.23562375,1.2366149999999998,1.2345904166666666,1.2354474999999998,3.349999905,3.519999981,3.75,3.869999886,4.110000134,4.159999847,4.239999771,4.300000191,4.400000095,4.659999847,0,0,0,0,0,0,0,0,0
70,2005-08-08,1.23540875,1.2361629166666666,1.2347183333333336,1.2355391666666666,3.380000114,3.539999962,3.819999933,3.930000067,4.159999847,4.21999979,4.28000021,4.340000153,4.420000076,4.679999828,0,0,0,0,0,0,0,0,0
71,2005-08-09,1.2367662499999998,1.2376550000000002,1.235799583333333,1.2367475,3.369999886,3.519999981,3.789999962,3.900000095,4.130000114,4.190000057,4.25,4.309999943,4.409999847,4.659999847,0,0,0,0,0,0,0,0,0
72,2005-08-10,1.2373404166666666,1.2383904166666666,1.2365112500000002,1.2374591666666668,3.380000114,3.50999999,3.779999971,3.900000095,4.130000114,4.179999828,4.239999771,4.300000191,4.400000095,4.650000095,0,0,0,0,0,0,0,0,0
73,2005-08-11,1.242338333333333,1.243503333333333,1.2416045833333331,1.242646666666667,3.309999943,3.50999999,3.779999971,3.890000105,4.099999905,4.139999866,4.179999828,4.239999771,4.320000172,4.599999905,0,0,0,0,0,0,0,0,0
74,2005-08-12,1.2450825,1.2458779166666667,1.244229583333333,1.2449604166666666,3.319999933,3.519999981,3.789999962,3.880000114,4.050000191,4.079999924,4.110000134,4.159999847,4.239999771,4.519999981,0,0,0,0,0,0,0,0,0
75,2005-08-15,1.2385158333333333,1.23914,1.2374829166666668,1.2381045833333333,3.279999971,3.539999962,3.819999933,3.910000086,4.079999924,4.110000134,4.150000095,4.199999809,4.269999981,4.53000021,0,0,0,0,0,0,0,0,0
76,2005-08-16,1.2340037500000005,1.2348795833333333,1.23309,1.2340370833333334,3.319999933,3.539999962,3.799999952,3.880000114,4.03000021,4.059999943,4.099999905,4.150000095,4.230000019,4.489999771,0,0,0,0,0,0,0,0,0
77,2005-08-17,1.22999125,1.230627916666667,1.2289375,1.2296204166666669,3.309999943,3.519999981,3.799999952,3.890000105,4.070000172,4.099999905,4.150000095,4.199999809,4.28000021,4.53000021,0,0,0,0,0,0,0,0,0
78,2005-08-18,1.2223466666666665,1.2230299999999998,1.221224166666667,1.2220224999999998,3.299999952,3.5,3.779999971,3.859999895,4.010000229,4.039999962,4.079999924,4.130000114,4.210000038,4.480000019,0,0,0,0,0,0,0,0,0
79,2005-08-19,1.2166570833333334,1.2173950000000002,1.2156566666666666,1.2165175,3.329999924,3.519999981,3.809999943,3.890000105,4.03000021,4.050000191,4.079999924,4.130000114,4.210000038,4.46999979,0,0,0,0,0,0,0,0,0
80,2005-08-22,1.2205333333333332,1.22142125,1.2198970833333334,1.22081375,3.339999914,3.529999971,3.819999933,3.890000105,4.03000021,4.059999943,4.079999924,4.139999866,4.21999979,4.480000019,0,0,0,0,0,0,0,0,0
81,2005-08-23,1.222375416666667,1.2232,1.2214566666666669,1.2223545833333336,3.339999914,3.529999971,3.809999943,3.880000114,4.010000229,4.03000021,4.070000172,4.119999886,4.199999809,4.460000038,0,0,0,0,0,0,0,0,0
82,2005-08-24,1.22275,1.2236925,1.2217991666666668,1.2229145833333332,3.339999914,3.529999971,3.809999943,3.869999886,3.99000001,4.03000021,4.059999943,4.110000134,4.190000057,4.460000038,0,0,0,0,0,0,0,0,0
83,2005-08-25,1.229587083333333,1.2306741666666663,1.2288229166666664,1.229685,3.339999914,3.539999962,3.809999943,3.869999886,4.0,4.03000021,4.059999943,4.110000134,4.179999828,4.449999809,0,0,0,0,0,0,0,0,0
84,2005-08-26,1.2303575,1.2314,1.22958,1.2305120833333336,3.359999895,3.549999952,3.819999933,3.900000095,4.059999943,4.070000172,4.090000153,4.130000114,4.199999809,4.460000038,0,0,0,0,0,0,0,0,0
85,2005-08-29,1.2285025,1.2290858333333337,1.227279166666667,1.2280287500000002,3.420000076,3.539999962,3.829999924,3.910000086,4.059999943,4.070000172,4.079999924,4.130000114,4.199999809,4.449999809,0,0,0,0,0,0,0,0,0
86,2005-08-30,1.2209016666666668,1.2217558333333334,1.2200516666666663,1.2208766666666666,3.400000095,3.539999962,3.789999962,3.849999905,3.970000029,4.010000229,4.03000021,4.079999924,4.159999847,4.429999828,0,0,0,0,0,0,0,0,0
87,2005-08-31,1.2258533333333337,1.2272404166666666,1.2250704166666666,1.226355416666667,3.410000086,3.519999981,3.74000001,3.769999981,3.839999914,3.829999924,3.869999886,3.930000067,4.019999981,4.300000191,0,0,0,0,0,0,0,0,0
88,2005-09-01,1.2403133333333334,1.2417654166666667,1.2395537500000002,1.2408675,3.349999905,3.480000019,3.619999886,3.660000086,3.720000029,3.799999952,3.849999905,3.910000086,4.019999981,4.309999943,0,0,0,0,0,0,0,0,0
89,2005-09-02,1.25238,1.2535545833333332,1.2512933333333334,1.2525579166666667,3.380000114,3.460000038,3.630000114,3.670000076,3.75,3.789999962,3.849999905,3.920000076,4.03000021,4.329999924,0,0,0,0,0,0,0,0,0
91,2005-09-06,1.248189166666667,1.2490683333333334,1.2470183333333331,1.2479691666666668,3.390000105,3.519999981,3.700000048,3.730000019,3.799999952,3.829999924,3.890000105,3.970000029,4.090000153,4.389999866,0,0,0,0,0,0,0,0,0
92,2005-09-07,1.2455641666666664,1.2465987500000002,1.244362083333333,1.24539625,3.359999895,3.49000001,3.730000019,3.769999981,3.869999886,3.890000105,3.930000067,4.010000229,4.150000095,4.460000038,0,0,0,0,0,0,0,0,0
93,2005-09-08,1.2413779166666663,1.2422295833333334,1.2404104166666667,1.2413187500000002,3.309999943,3.480000019,3.730000019,3.769999981,3.869999886,3.890000105,3.940000057,4.03000021,4.150000095,4.449999809,0,0,0,0,0,0,0,0,0
94,2005-09-09,1.241042083333333,1.24219125,1.2401104166666668,1.2410804166666665,3.319999933,3.49000001,3.730000019,3.779999971,3.880000114,3.900000095,3.940000057,4.010000229,4.139999866,4.449999809,0,0,0,0,0,0,0,0,0
95,2005-09-12,1.2315770833333337,1.2322979166666663,1.230224166666667,1.2310658333333335,3.329999924,3.50999999,3.789999962,3.829999924,3.920000076,3.930000067,3.980000019,4.059999943,4.179999828,4.5,0,0,0,0,0,0,0,0,0
96,2005-09-13,1.22812625,1.2291362500000005,1.226994583333333,1.2281012500000004,3.299999952,3.470000029,3.769999981,3.809999943,3.880000114,3.880000114,3.930000067,4.010000229,4.139999866,4.46999979,0,0,0,0,0,0,0,0,0
97,2005-09-14,1.2287991666666669,1.22972375,1.22793875,1.2287575,3.25,3.420000076,3.75999999,3.809999943,3.900000095,3.910000086,3.960000038,4.039999962,4.170000076,4.5,0,0,0,0,0,0,0,0,0
98,2005-09-15,1.2224645833333334,1.2231129166666663,1.221402916666667,1.2222770833333334,3.230000019,3.450000048,3.769999981,3.809999943,3.900000095,3.930000067,3.99000001,4.079999924,4.21999979,4.559999943,0,0,0,0,0,0,0,0,0
99,2005-09-16,1.2234916666666666,1.2245695833333332,1.222625,1.223475833333333,3.230000019,3.5,3.809999943,3.859999895,3.970000029,4.0,4.050000191,4.130000114,4.260000229,4.610000134,0,0,0,0,0,0,0,0,0
100,2005-09-19,1.2144158333333337,1.2153629166666668,1.2135504166666666,1.2143599999999997,3.230000019,3.579999924,3.839999914,3.869999886,3.930000067,3.950000048,4.019999981,4.110000134,4.25,4.599999905,0,0,0,0,0,0,0,0,0
101,2005-09-20,1.215090833333333,1.2159462499999996,1.2142520833333332,1.21497,3.289999962,3.609999895,3.890000105,3.920000076,4.0,4.010000229,4.059999943,4.139999866,4.260000229,4.590000153,0,0,0,0,0,0,0,0,0
102,2005-09-21,1.2196983333333338,1.2212741666666669,1.2189737500000002,1.2203191666666668,3.019999981,3.410000086,3.829999924,3.880000114,3.960000038,3.960000038,4.010000229,4.079999924,4.190000057,4.519999981,0,0,0,0,0,0,0,0,0
103,2005-09-22,1.21925,1.2200316666666668,1.2178291666666663,1.2187458333333332,2.99000001,3.470000029,3.809999943,3.859999895,3.950000048,3.950000048,3.99000001,4.070000172,4.190000057,4.519999981,0,0,0,0,0,0,0,0,0
104,2005-09-23,1.2097320833333334,1.2105995833333332,1.208724583333333,1.2092975,3.059999943,3.480000019,3.819999933,3.890000105,4.019999981,4.03000021,4.070000172,4.139999866,4.25,4.570000172,0,0,0,0,0,0,0,0,0
105,2005-09-26,1.2044216666666665,1.2053629166666668,1.203698333333333,1.2045916666666667,3.190000057,3.519999981,3.880000114,3.950000048,4.070000172,4.079999924,4.110000134,4.179999828,4.300000191,4.599999905,0,0,0,0,0,0,0,0,0
106,2005-09-27,1.2021125,1.2028675000000002,1.20094625,1.2018625,3.150000095,3.49000001,3.869999886,3.950000048,4.079999924,4.090000153,4.130000114,4.199999809,4.300000191,4.599999905,0,0,0,0,0,0,0,0,0
107,2005-09-28,1.2027283333333332,1.2037945833333334,1.20186125,1.2029283333333334,3.119999886,3.460000038,3.869999886,3.950000048,4.090000153,4.090000153,4.110000134,4.170000076,4.260000229,4.550000191,0,0,0,0,0,0,0,0,0
108,2005-09-29,1.20432875,1.20509,1.20336,1.2041558333333335,3.089999914,3.539999962,3.890000105,3.970000029,4.130000114,4.130000114,4.139999866,4.199999809,4.289999962,4.590000153,0,0,0,0,0,0,0,0,0
109,2005-09-30,1.2032195833333337,1.2043975000000002,1.2021979166666668,1.2032425000000002,3.150000095,3.549999952,3.930000067,4.010000229,4.179999828,4.179999828,4.179999828,4.230000019,4.340000153,4.619999886,0,0,0,0,0,0,0,0,0
110,2005-10-03,1.1935216666666666,1.194145,1.1923208333333333,1.19310625,3.220000029,3.609999895,4.019999981,4.090000153,4.210000038,4.230000019,4.25,4.309999943,4.389999866,4.670000076,0,0,0,0,0,0,0,0,0
111,2005-10-04,1.1923254166666668,1.1931033333333332,1.1916183333333337,1.1923504166666663,3.349999905,3.630000114,4.019999981,4.090000153,4.21999979,4.21999979,4.239999771,4.300000191,4.380000114,4.659999847,0,0,0,0,0,0,0,0,0
112,2005-10-05,1.1955450000000003,1.1966525,1.1947249999999998,1.1959345833333332,3.339999914,3.579999924,4.0,4.070000172,4.210000038,4.199999809,4.230000019,4.28000021,4.360000134,4.630000114,0,0,0,0,0,0,0,0,0
113,2005-10-06,1.2097904166666666,1.2113216666666664,1.20904125,1.210440416666667,3.339999914,3.609999895,4.0,4.070000172,4.199999809,4.210000038,4.230000019,4.28000021,4.369999886,4.639999866,0,0,0,0,0,0,0,0,0
114,2005-10-07,1.2140358333333332,1.21480875,1.2132379166666667,1.2139116666666665,3.349999905,3.630000114,4.0,4.059999943,4.179999828,4.190000057,4.230000019,4.28000021,4.349999905,4.619999886,0,0,0,0,0,0,0,0,0
116,2005-10-11,1.2015229166666668,1.202170416666667,1.2004695833333334,1.201164583333333,3.410000086,3.730000019,4.099999905,4.139999866,4.21999979,4.230000019,4.269999981,4.320000172,4.389999866,4.650000095,0,0,0,0,0,0,0,0,0
117,2005-10-12,1.1999933333333332,1.2009270833333334,1.1993258333333334,1.2002308333333331,3.49000001,3.700000048,4.099999905,4.139999866,4.239999771,4.269999981,4.320000172,4.369999886,4.449999809,4.710000038,0,0,0,0,0,0,0,0,0
118,2005-10-13,1.1986925,1.1997845833333334,1.1975091666666666,1.1986424999999998,3.5,3.75,4.090000153,4.139999866,4.239999771,4.269999981,4.320000172,4.380000114,4.480000019,4.769999981,0,0,0,0,0,0,0,0,0
119,2005-10-14,1.2037679166666668,1.2051858333333334,1.2026629166666665,1.203941666666667,3.49000001,3.779999971,4.079999924,4.150000095,4.269999981,4.300000191,4.340000153,4.400000095,4.480000019,4.760000229,0,0,0,0,0,0,0,0,0
