Date_Time,actual_BC,predicted_BC,previous_day_bc,Long/Short,Profit (pips),,,method 2 simulated profit,,,
10/1/2019,1.09405125,1.090678,1.090729167,Short,-0.003322083,0,0,-0.003322083,,,
10/2/2019,1.096380417,1.0940081,1.09405125,Short,-0.002329167,0,0,-0.002329167,,,
10/3/2019,1.0976425,1.0965781,1.096380417,Long,0.001262083,0,0,0.001262083,,,
10/4/2019,1.097922917,1.0972008,1.0976425,Short,-0.000280417,0,0,-0.000280417,,,
10/7/2019,1.096885833,1.0979844,1.097922917,Long,-0.001037083,0,0,-0.001037083,,,
10/8/2019,1.09726625,1.0970484,1.096885833,Long,0.000380417,0,0,0.000380417,,,
10/9/2019,1.098655,1.097131,1.09726625,Short,-0.00138875,0,0,-0.00138875,,,
10/10/2019,1.10292125,1.0981442,1.098655,Short,-0.00426625,0,0,-0.00426625,,,
10/11/2019,1.102517917,1.1020546,1.10292125,Short,0.000403333,0,0,0.000403333,,,
10/15/2019,1.10495875,1.1015664,1.102517917,Short,-0.002440833,0,0,-0.002440833,,,
10/16/2019,1.110483333,1.1039747,1.10495875,Short,-0.005524583,1,0,-0.005,,,
10/17/2019,1.1139975,1.1093868,1.110483333,Short,-0.003514167,0,0,-0.003514167,,,
10/18/2019,1.11551625,1.1128769,1.1139975,Short,-0.00151875,0,0,-0.00151875,,,
10/21/2019,1.1139,1.114432,1.11551625,Short,0.00161625,0,0,0.00161625,,,
10/22/2019,1.11219875,1.1128824,1.1139,Short,0.00170125,0,0,0.00170125,,,
10/23/2019,1.112077083,1.1111475,1.11219875,Short,0.000121667,0,0,0.000121667,,,
10/24/2019,1.1095225,1.1110498,1.112077083,Short,0.002554583,0,0,0.002554583,,,
10/25/2019,1.109151667,1.1084342,1.1095225,Short,0.000370833,0,0,0.000370833,,,
10/28/2019,1.10984125,1.1078298,1.109151667,Short,-0.000689583,0,0,-0.000689583,,,
10/29/2019,1.11214375,1.1084963,1.10984125,Short,-0.0023025,0,0,-0.0023025,,,
10/30/2019,1.115616667,1.1108277,1.11214375,Short,-0.003472917,0,0,-0.003472917,,,
10/31/2019,1.115976522,1.1145785,1.115616667,Short,-0.000359855,0,0,-0.000359855,,,
11/1/2019,1.115250417,1.1148161,1.115976522,Short,0.000726105,0,0,0.000726105,,,
11/4/2019,1.110130417,1.1140261,1.115250417,Short,0.00512,0,0,0.00512,,,
11/5/2019,1.10757625,1.1087734,1.110130417,Short,0.002554167,0,0,0.002554167,,,
11/6/2019,1.106049583,1.1062776,1.10757625,Short,0.001526667,0,0,0.001526667,,,
11/7/2019,1.103403333,1.1044581,1.106049583,Short,0.00264625,0,0,0.00264625,,,
11/8/2019,1.102055833,1.1017951,1.103403333,Short,0.0013475,0,0,0.0013475,,,
11/12/2019,1.100865833,1.1004838,1.102055833,Short,0.00119,0,0,0.00119,,,
11/13/2019,1.100687917,1.0968956,1.100865833,Short,0.000177917,0,0,0.000177917,,,
11/14/2019,1.103630417,1.0983742,1.100687917,Short,-0.0029425,0,0,-0.0029425,,,
11/15/2019,1.1065475,1.099749,1.103630417,Short,-0.002917083,0,0,-0.002917083,,,
11/18/2019,1.107446667,1.1052581,1.1065475,Short,-0.000899167,0,0,-0.000899167,,,
11/19/2019,1.106878333,1.1062123,1.107446667,Short,0.000568333,0,0,0.000568333,,,
11/20/2019,1.10726625,1.1058408,1.106878333,Short,-0.000387917,0,0,-0.000387917,,,
11/21/2019,1.104732083,1.1061015,1.10726625,Short,0.002534167,0,0,0.002534167,,,
11/22/2019,1.101599583,1.1037132,1.104732083,Short,0.0031325,0,0,0.0031325,,,
11/25/2019,1.101601667,1.1005802,1.101599583,Short,-2.08E-06,0,0,-0.00000208,,,
11/26/2019,1.100612083,1.1006446,1.101601667,Short,0.000989583,0,0,0.000989583,,,
11/27/2019,1.101002917,1.097323,1.100612083,Short,-0.000390833,0,0,-0.000390833,,,
11/29/2019,1.104036667,1.099954,1.101002917,Short,-0.00303375,0,0,-0.00303375,,,
12/2/2019,1.10782,1.1026573,1.104036667,Short,-0.003783333,0,0,-0.003783333,,,
12/3/2019,1.107899167,1.10679,1.10782,Short,-7.92E-05,0,0,-0.0000792,,,
12/4/2019,1.109230417,1.1067684,1.107899167,Short,-0.00133125,0,0,-0.00133125,,,
12/5/2019,1.108118333,1.1078687,1.109230417,Short,0.001112083,0,0,0.001112083,,,
12/6/2019,1.106353333,1.1065017,1.108118333,Short,0.001765,0,0,0.001765,,,
12/9/2019,1.107886667,1.105006,1.106353333,Short,-0.001533333,0,0,-0.001533333,,,
12/10/2019,1.109698333,1.106471,1.107886667,Short,-0.001811667,0,0,-0.001811667,,,
12/11/2019,1.113408333,1.105882,1.109698333,Short,-0.00371,0,0,-0.00371,,,
12/12/2019,1.115305,1.1118313,1.113408333,Short,-0.001896667,0,0,-0.001896667,,,
12/13/2019,1.11387,1.1141605,1.115305,Short,0.001435,0,0,0.001435,,,
12/16/2019,1.114836667,1.1123749,1.11387,Short,-0.000966667,0,0,-0.000966667,,,
12/17/2019,1.112541667,1.1133255,1.114836667,Short,0.002295,0,0,0.002295,,,
12/18/2019,1.112462917,1.1110196,1.112541667,Short,7.87E-05,0,0,0.0000787,,,
12/19/2019,1.109729583,1.1108423,1.112462917,Short,0.002733333,0,0,0.002733333,,,
12/20/2019,1.108399167,1.1082102,1.109729583,Short,0.001330417,0,0,0.001330417,,,
12/23/2019,1.108382273,1.1067551,1.108399167,Short,1.69E-05,0,0,0.0000169,,,
12/24/2019,1.1093875,1.1068314,1.108382273,Short,-0.001005227,0,0,-0.001005227,,,
12/26/2019,1.114796667,1.1078404,1.1093875,Short,-0.005409167,1,0,-0.005,,,
12/27/2019,1.119849583,1.1131598,1.114796667,Short,-0.005052917,1,0,-0.005,,,
12/30/2019,1.121564091,1.1184126,1.119849583,Short,-0.001714508,0,0,-0.001714508,,,
12/31/2019,1.11918125,1.1200674,1.121564091,Short,0.002382841,0,0,0.002382841,,,
1/2/2020,1.11585,1.1178801,1.11918125,Short,0.00333125,0,0,0.00333125,,,
1/3/2020,1.1182575,1.1145914,1.11585,Short,-0.0024075,0,0,-0.0024075,,,
1/6/2020,1.11661375,1.1168648,1.1182575,Short,0.00164375,0,0,0.00164375,,,
1/7/2020,1.112984167,1.1153405,1.11661375,Short,0.003629583,0,0,0.003629583,,,
1/8/2020,1.110955833,1.1114916,1.112984167,Short,0.002028333,0,0,0.002028333,,,
1/9/2020,1.110782083,1.1094307,1.110955833,Short,0.00017375,0,0,0.00017375,,,
1/10/2020,1.112780417,1.1093243,1.110782083,Short,-0.001998333,0,0,-0.001998333,,,
1/13/2020,1.113035,1.1113142,1.112780417,Short,-0.000254583,0,0,-0.000254583,,,
1/14/2020,1.114172917,1.1116592,1.113035,Short,-0.001137917,0,0,-0.001137917,,,
1/15/2020,1.114603333,1.1128261,1.114172917,Short,-0.000430417,0,0,-0.000430417,,,
1/16/2020,1.111262917,1.1113147,1.114603333,Short,0.003340417,0,0,0.003340417,,,
1/17/2020,1.109449583,1.109906,1.111262917,Short,0.001813333,0,0,0.001813333,,,
1/21/2020,1.108460417,1.1082042,1.109449583,Short,0.000989167,0,0,0.000989167,,,
1/22/2020,1.107212083,1.1072664,1.108460417,Short,0.001248333,0,0,0.001248333,,,
1/23/2020,1.10370625,1.1062815,1.107212083,Short,0.003505833,0,0,0.003505833,,,
1/24/2020,1.10228625,1.1028879,1.10370625,Short,0.00142,0,0,0.00142,,,
1/27/2020,1.101516667,1.1017979,1.10228625,Short,0.000769583,0,0,0.000769583,,,
1/28/2020,1.100700833,1.1008455,1.101516667,Short,0.000815833,0,0,0.000815833,,,
1/29/2020,1.102203333,1.1003101,1.100700833,Short,-0.0015025,0,0,-0.0015025,,,
1/30/2020,1.105187917,1.1018548,1.102203333,Short,-0.002984583,0,0,-0.002984583,,,
1/31/2020,1.106739583,1.104878,1.105187917,Short,-0.001551667,0,0,-0.001551667,,,
2/3/2020,1.104935833,1.1065246,1.106739583,Short,0.00180375,0,0,0.00180375,,,
2/4/2020,1.101808333,1.1044432,1.104935833,Short,0.0031275,0,0,0.0031275,,,
2/5/2020,1.099009583,1.1012037,1.101808333,Short,0.00279875,0,0,0.00279875,,,
2/6/2020,1.0961175,1.0985162,1.099009583,Short,0.002892083,0,0,0.002892083,,,
2/7/2020,1.09348375,1.0960045,1.0961175,Short,0.00263375,0,0,0.00263375,,,
2/10/2020,1.0914225,1.0936822,1.09348375,Long,-0.00206125,0,0,-0.00206125,,,
2/11/2020,1.089955833,1.0914508,1.0914225,Long,-0.001466667,0,0,-0.001466667,,,
2/12/2020,1.085935833,1.089957,1.089955833,Long,-0.00402,0,0,-0.00402,,,
2/13/2020,1.083952917,1.0861225,1.085935833,Long,-0.001982917,0,0,-0.001982917,,,
2/14/2020,1.081520833,1.0842841,1.083952917,Long,-0.002432083,0,0,-0.002432083,,,
2/18/2020,1.079839583,1.0823178,1.081520833,Long,-0.00168125,0,0,-0.00168125,,,
2/19/2020,1.079500417,1.079903,1.079839583,Long,-0.000339167,0,0,-0.000339167,,,
2/20/2020,1.08182375,1.0806237,1.079500417,Long,0.002323333,0,0,0.002323333,,,
2/21/2020,1.08339875,1.0829512,1.08182375,Long,0.001575,0,0,0.001575,,,
2/24/2020,1.085995833,1.0849935,1.08339875,Long,0.002597083,0,0,0.002597083,,,
2/25/2020,1.08768875,1.087582,1.085995833,Long,0.001692917,0,0,0.001692917,,,
2/26/2020,1.09519625,1.0892357,1.08768875,Long,0.0075075,0,0,0.0075075,,,
2/27/2020,1.100640417,1.0963504,1.09519625,Long,0.005444167,0,0,0.005444167,,,
2/28/2020,1.11039875,1.1020659,1.100640417,Long,0.009758333,0,0,0.009758333,,,
3/2/2020,1.11448625,1.1112581,1.11039875,Long,0.0040875,0,0,0.0040875,,,
3/3/2020,1.11436375,1.1205698,1.11448625,Long,-0.0001225,0,0,-0.0001225,,,
3/4/2020,1.117577083,1.114997,1.11436375,Long,0.003213333,0,0,0.003213333,,,
3/5/2020,1.1291972,1.1177489,1.117577083,Long,0.011620117,0,1,0.01,,,
3/6/2020,1.142107083,1.1211793,1.1291972,Short,-0.012909883,1,0,-0.005,,,
3/9/2020,1.134648333,1.1273366,1.142107083,Short,0.00745875,0,0,0.00745875,,,
3/10/2020,1.13067,1.129205,1.134648333,Short,0.003978333,0,0,0.003978333,,,
3/11/2020,1.122745417,1.1226662,1.13067,Short,0.007924583,0,0,0.007924583,,,
3/12/2020,1.1149825,1.1216205,1.122745417,Short,0.007762917,0,0,0.007762917,,,
3/13/2020,1.115299583,1.1152093,1.1149825,Long,0.000317083,0,0,0.000317083,,,
3/16/2020,1.1061675,1.114605,1.115299583,Short,0.009132083,0,0,0.009132083,,,
3/17/2020,1.094432083,1.1068045,1.1061675,Long,-0.011735417,1,0,-0.005,,,
3/18/2020,1.078281667,1.0950971,1.094432083,Long,-0.016150417,1,0,-0.005,,,
3/19/2020,1.071109167,1.0818763,1.078281667,Long,-0.0071725,1,0,-0.005,,,
3/20/2020,1.07316125,1.0762091,1.071109167,Long,0.002052083,0,0,0.002052083,,,
3/23/2020,1.080455833,1.0795339,1.07316125,Long,0.007294583,0,0,0.007294583,,,
3/24/2020,1.083349167,1.0852046,1.080455833,Long,0.002893333,0,0,0.002893333,,,
3/25/2020,1.097289167,1.0872718,1.083349167,Long,0.01394,0,1,0.01,,,
3/26/2020,1.10576375,1.099496,1.097289167,Long,0.008474583,0,0,0.008474583,,,
3/27/2020,1.105588333,1.1074644,1.10576375,Long,-0.000175417,0,0,-0.000175417,,,
3/30/2020,1.09997625,1.1079329,1.105588333,Long,-0.005612083,1,0,-0.005,,,
3/31/2020,1.09616,1.103469,1.09997625,Long,-0.00381625,0,0,-0.00381625,,,
4/1/2020,1.0892175,1.10086,1.09616,Long,-0.0069425,1,0,-0.005,,,
4/2/2020,1.081201667,1.0949513,1.0892175,Long,-0.008015833,1,0,-0.005,,,
4/3/2020,1.08025875,1.0871733,1.081201667,Long,-0.000942917,0,0,-0.000942917,,,
4/6/2020,1.08691,1.0859609,1.08025875,Long,0.00665125,0,0,0.00665125,,,
4/7/2020,1.086346667,1.0911276,1.08691,Long,-0.000563333,0,0,-0.000563333,,,
4/8/2020,1.0896375,1.0907309,1.086346667,Long,0.003290833,0,0,0.003290833,,,
4/9/2020,1.092327917,1.0921309,1.0896375,Long,0.002690417,0,0,0.002690417,,,
4/13/2020,1.095715833,1.0959085,1.092327917,Long,0.003387917,0,0,0.003387917,,,
4/14/2020,1.092762917,1.0988768,1.095715833,Long,-0.002952917,0,0,-0.002952917,,,
4/15/2020,1.086595,1.0953296,1.092762917,Long,-0.006167917,1,0,-0.005,,,
4/16/2020,1.086200417,1.09269,1.086595,Long,-0.000394583,0,0,-0.000394583,,,
4/17/2020,1.08650375,1.0913475,1.086200417,Long,0.000303333,0,0,0.000303333,,,
4/20/2020,1.084446667,1.092088,1.08650375,Long,-0.002057083,0,0,-0.002057083,,,
4/21/2020,1.084151667,1.0909541,1.084446667,Long,-0.000295,0,0,-0.000295,,,
4/22/2020,1.07949875,1.0900806,1.084151667,Long,-0.004652917,0,0,-0.004652917,,,
4/23/2020,1.07855125,1.0860772,1.07949875,Long,-0.0009475,0,0,-0.0009475,,,
4/24/2020,1.083529583,1.0851232,1.07855125,Long,0.004978333,0,0,0.004978333,,,
4/27/2020,1.083761667,1.0889282,1.083529583,Long,0.000232083,0,0,0.000232083,,,
4/28/2020,1.085718696,1.0898813,1.083761667,Long,0.001957029,0,0,0.001957029,,,
