Date,1 mo,3 mo,6 mo,1 yr,2 yr,3 yr,5 yr,7 yr,10 yr,20 yr
8/13/2021,0.04,0.06,0.05,0.08,0.23,0.44,0.79,1.08,1.29,1.85
8/16/2021,0.04,0.06,0.05,0.08,0.21,0.42,0.75,1.04,1.26,1.82
8/17/2021,0.03,0.07,0.06,0.07,0.23,0.43,0.77,1.05,1.26,1.82
8/18/2021,0.03,0.07,0.05,0.07,0.23,0.43,0.79,1.06,1.27,1.84
8/19/2021,0.04,0.06,0.05,0.06,0.22,0.44,0.78,1.04,1.24,1.8
8/20/2021,0.04,0.05,0.05,0.06,0.23,0.44,0.8,1.06,1.26,1.79
8/23/2021,0.04,0.05,0.06,0.07,0.23,0.43,0.78,1.05,1.25,1.79
8/24/2021,0.03,0.05,0.05,0.06,0.24,0.44,0.8,1.08,1.29,1.83
8/25/2021,0.04,0.06,0.06,0.07,0.23,0.47,0.84,1.13,1.35,1.88
8/26/2021,0.04,0.05,0.06,0.07,0.25,0.46,0.84,1.13,1.34,1.87
8/27/2021,0.04,0.05,0.05,0.07,0.22,0.41,0.79,1.09,1.31,1.84
8/30/2021,0.04,0.05,0.05,0.08,0.2,0.4,0.77,1.07,1.29,1.82
8/31/2021,0.03,0.04,0.06,0.07,0.2,0.4,0.77,1.08,1.3,1.85
9/1/2021,0.04,0.05,0.06,0.07,0.2,0.42,0.78,1.08,1.31,1.84
9/2/2021,0.05,0.05,0.06,0.07,0.2,0.42,0.78,1.07,1.29,1.83
9/3/2021,0.04,0.05,0.05,0.08,0.21,0.42,0.78,1.09,1.33,1.87
9/7/2021,0.04,0.05,0.06,0.08,0.22,0.45,0.82,1.14,1.38,1.91
9/8/2021,0.05,0.05,0.06,0.08,0.22,0.43,0.81,1.11,1.35,1.88
9/9/2021,0.07,0.04,0.05,0.07,0.23,0.43,0.79,1.08,1.3,1.83
9/10/2021,0.06,0.05,0.06,0.08,0.23,0.45,0.82,1.12,1.35,1.86
9/13/2021,0.06,0.06,0.06,0.07,0.21,0.44,0.81,1.11,1.33,1.83
9/14/2021,0.05,0.04,0.05,0.07,0.21,0.43,0.79,1.07,1.28,1.78
9/15/2021,0.04,0.04,0.05,0.07,0.21,0.43,0.81,1.1,1.31,1.8
9/16/2021,0.06,0.04,0.05,0.07,0.23,0.46,0.84,1.13,1.34,1.83
9/17/2021,0.06,0.04,0.05,0.07,0.23,0.47,0.88,1.17,1.37,1.85
9/20/2021,0.06,0.04,0.05,0.07,0.23,0.45,0.83,1.12,1.31,1.79
9/21/2021,0.05,0.03,0.04,0.07,0.22,0.46,0.84,1.13,1.33,1.81
9/22/2021,0.04,0.03,0.05,0.08,0.25,0.48,0.86,1.13,1.32,1.78
9/23/2021,0.05,0.03,0.04,0.08,0.27,0.53,0.94,1.22,1.41,1.87
9/24/2021,0.06,0.03,0.05,0.08,0.29,0.55,0.97,1.27,1.47,1.94
9/27/2021,0.06,0.04,0.05,0.09,0.31,0.56,0.98,1.3,1.48,1.95
9/28/2021,0.07,0.04,0.06,0.09,0.31,0.55,1.02,1.34,1.54,2.02
9/29/2021,0.05,0.04,0.05,0.09,0.3,0.55,1.01,1.34,1.55,2.04
9/30/2021,0.07,0.04,0.05,0.09,0.28,0.53,0.98,1.32,1.52,2.02
10/1/2021,0.08,0.04,0.05,0.09,0.27,0.49,0.93,1.26,1.48,1.99
10/4/2021,0.09,0.04,0.06,0.09,0.27,0.52,0.95,1.27,1.49,1.99
10/5/2021,0.1,0.04,0.06,0.09,0.28,0.54,0.98,1.32,1.54,2.04
10/6/2021,0.06,0.04,0.06,0.1,0.3,0.55,0.99,1.32,1.53,2.02
10/7/2021,0.03,0.05,0.06,0.1,0.32,0.57,1.02,1.36,1.58,2.08
10/8/2021,0.02,0.05,0.07,0.09,0.32,0.59,1.05,1.39,1.61,2.11
10/12/2021,0.03,0.06,0.06,0.1,0.35,0.64,1.08,1.39,1.59,2.05
10/13/2021,0.03,0.05,0.06,0.11,0.37,0.66,1.09,1.38,1.56,2
10/14/2021,0.05,0.05,0.06,0.1,0.36,0.62,1.05,1.34,1.52,1.97
10/15/2021,0.04,0.05,0.06,0.12,0.41,0.7,1.13,1.42,1.59,2.02
10/18/2021,0.05,0.06,0.06,0.11,0.44,0.72,1.16,1.43,1.59,1.99
10/19/2021,0.06,0.05,0.06,0.11,0.41,0.71,1.17,1.47,1.65,2.07
10/20/2021,0.06,0.05,0.06,0.1,0.4,0.7,1.16,1.46,1.65,2.09
10/21/2021,0.06,0.06,0.06,0.12,0.45,0.78,1.23,1.52,1.68,2.1
10/22/2021,0.05,0.06,0.07,0.13,0.48,0.79,1.22,1.49,1.66,2.06
10/25/2021,0.07,0.06,0.06,0.14,0.47,0.76,1.19,1.47,1.64,2.07
10/26/2021,0.06,0.06,0.06,0.14,0.47,0.77,1.2,1.46,1.63,2.03
10/27/2021,0.06,0.06,0.07,0.12,0.5,0.77,1.16,1.41,1.54,1.93
10/28/2021,0.06,0.06,0.06,0.15,0.5,0.77,1.18,1.44,1.57,1.98
10/29/2021,0.06,0.05,0.07,0.15,0.48,0.75,1.18,1.44,1.55,1.98
11/1/2021,0.05,0.05,0.06,0.15,0.5,0.79,1.2,1.46,1.58,2.01
11/2/2021,0.05,0.05,0.07,0.15,0.46,0.73,1.15,1.42,1.56,1.97
11/3/2021,0.05,0.05,0.07,0.17,0.47,0.77,1.19,1.46,1.6,2.01
11/4/2021,0.05,0.04,0.07,0.14,0.41,0.69,1.1,1.37,1.53,1.96
11/5/2021,0.05,0.05,0.07,0.14,0.39,0.66,1.04,1.3,1.45,1.88
11/8/2021,0.04,0.06,0.07,0.16,0.45,0.75,1.13,1.38,1.51,1.91
11/9/2021,0.04,0.04,0.06,0.14,0.41,0.71,1.08,1.32,1.46,1.86
11/10/2021,0.06,0.05,0.07,0.17,0.51,0.83,1.23,1.45,1.56,1.96
11/12/2021,0.05,0.05,0.07,0.17,0.53,0.85,1.24,1.47,1.58,1.99
11/15/2021,0.06,0.05,0.06,0.18,0.53,0.87,1.26,1.51,1.63,2.05
11/16/2021,0.06,0.05,0.07,0.17,0.54,0.87,1.27,1.52,1.63,2.06
11/17/2021,0.06,0.05,0.06,0.18,0.52,0.85,1.24,1.49,1.6,2.04
11/18/2021,0.12,0.05,0.06,0.18,0.52,0.84,1.22,1.47,1.59,2.01
11/19/2021,0.11,0.05,0.06,0.18,0.52,0.86,1.22,1.45,1.54,1.95
11/22/2021,0.07,0.05,0.07,0.2,0.63,0.95,1.33,1.55,1.63,2.03
11/23/2021,0.06,0.06,0.07,0.21,0.6,0.95,1.33,1.58,1.67,2.08
11/24/2021,0.14,0.06,0.1,0.24,0.64,0.97,1.34,1.58,1.64,2.03
11/26/2021,0.11,0.06,0.1,0.2,0.5,0.81,1.16,1.4,1.48,1.89
11/29/2021,0.07,0.06,0.1,0.21,0.51,0.83,1.18,1.42,1.52,1.93
11/30/2021,0.11,0.05,0.1,0.24,0.52,0.81,1.14,1.36,1.43,1.85
12/1/2021,0.09,0.06,0.1,0.25,0.56,0.85,1.15,1.35,1.43,1.84
12/2/2021,0.05,0.05,0.09,0.27,0.63,0.9,1.21,1.38,1.44,1.87
12/3/2021,0.04,0.06,0.09,0.26,0.6,0.86,1.13,1.29,1.35,1.77
12/6/2021,0.05,0.05,0.12,0.28,0.65,0.91,1.21,1.38,1.43,1.84
12/7/2021,0.05,0.06,0.15,0.31,0.7,0.99,1.26,1.43,1.48,1.88
12/8/2021,0.04,0.07,0.13,0.29,0.68,0.99,1.27,1.44,1.52,1.93
12/9/2021,0.03,0.06,0.12,0.28,0.7,0.99,1.26,1.42,1.49,1.91
12/10/2021,0.03,0.06,0.13,0.27,0.67,0.98,1.25,1.42,1.48,1.91
12/13/2021,0.01,0.05,0.11,0.27,0.66,0.95,1.21,1.37,1.42,1.86
12/14/2021,0.02,0.05,0.13,0.26,0.67,0.98,1.23,1.39,1.44,1.87
12/15/2021,0.03,0.05,0.13,0.29,0.69,1,1.26,1.42,1.47,1.91
12/16/2021,0.04,0.05,0.13,0.26,0.64,0.92,1.19,1.36,1.44,1.91
12/17/2021,0.03,0.05,0.13,0.27,0.66,0.93,1.18,1.34,1.41,1.87
12/20/2021,0.03,0.07,0.16,0.27,0.65,0.91,1.17,1.34,1.43,1.9
12/21/2021,0.03,0.07,0.16,0.29,0.7,0.96,1.24,1.4,1.48,1.92
12/22/2021,0.03,0.08,0.16,0.28,0.68,0.96,1.23,1.39,1.46,1.89
12/23/2021,0.04,0.07,0.18,0.31,0.71,0.97,1.25,1.42,1.5,1.94
12/27/2021,0.04,0.06,0.21,0.33,0.76,0.98,1.26,1.41,1.48,1.92
12/28/2021,0.03,0.06,0.2,0.39,0.74,0.99,1.27,1.41,1.49,1.94
12/29/2021,0.01,0.05,0.19,0.38,0.75,0.99,1.29,1.47,1.55,2
12/30/2021,0.06,0.05,0.19,0.38,0.73,0.98,1.27,1.44,1.52,1.97
12/31/2021,0.06,0.06,0.19,0.39,0.73,0.97,1.26,1.44,1.52,1.94
