Date,actual,predicted,previous_day_bo,Long/Short,Profit (pips)
2021-11-29,1.1304,1.1284162,1.1211,Long,0.009300000000000086
2021-11-30,1.1293,1.1292909,1.1304,Short,0.001100000000000101
2021-12-01,1.1339,1.1319765,1.1293,Long,0.0045999999999999375
2021-12-02,1.132,1.133359,1.1339,Short,0.0019000000000000128
2021-12-03,1.1301,1.1321466,1.132,Long,-0.0018999999999997907
2021-12-06,1.1316,1.1312281,1.1301,Long,0.0014999999999998348
2021-12-07,1.1285,1.129711,1.1316,Short,0.0030999999999998806
2021-12-08,1.1269,1.1268953,1.1285,Short,0.0016000000000000458
2021-12-09,1.1342,1.1324517,1.1269,Long,0.007300000000000084
2021-12-10,1.1294,1.1311058,1.1342,Short,0.0048000000000001375
2021-12-13,1.1319,1.1307806,1.1294,Long,0.0024999999999999467
2021-12-14,1.1286,1.1294698,1.1319,Short,0.0032999999999998586
2021-12-15,1.126,1.1284206,1.1286,Short,0.0026000000000001577
2021-12-16,1.1286,1.1275438,1.126,Long,0.0026000000000001577
2021-12-17,1.1335,1.132677,1.1286,Long,0.004899999999999904
2021-12-20,1.1241,1.1274933,1.1335,Short,0.009399999999999853
2021-12-21,1.128,1.1274389,1.1241,Long,0.0038999999999997925
2021-12-22,1.1288,1.1288759,1.128,Long,0.0008000000000001339
2021-12-23,1.1325,1.131451,1.1288,Long,0.0037000000000000366
2021-12-27,1.1321,1.1325626,1.1325,Long,-0.00039999999999995595
2021-12-28,1.1326,1.1328624,1.1321,Long,0.0004999999999999449
2021-12-29,1.1308,1.1317037,1.1326,Short,0.0018000000000000238
2021-12-30,1.1352,1.1332237,1.1308,Long,0.0043999999999999595
2021-12-31,1.1324,1.1332392,1.1352,Short,0.0027999999999999137
